Region,Category,Crafting Process,Base Material Price,Dimensions,Hours of Labor,Transport Distance,Price
South India,Terracotta Pottery,Machine-Assisted,587.36,6090.21,81.6,640.5,1459.47
East India,Toys,Handmade,697.74,5642.92,90.5,608.0,1992.44
North India,Toys,Hand-Painted,1416.58,4915.41,2.5,154.3,1695.89
East India,Textiles,Handwoven,1542.37,5098.83,93.5,207.5,2981.93
East India,Toys,Hand-Painted,1862.34,1846.48,81.2,622.0,3223.93
West India,Textiles,Machine-Assisted,449.36,8146.06,83.9,129.1,1307.04
East India,Painting & Decorative Arts,Hand-Painted,1606.1,5463.43,10.2,265.9,2036.59
East India,Terracotta Pottery,Handwoven,1490.16,1397.69,74.1,835.4,2741.46
North India,Painting & Decorative Arts,Handwoven,174.4,7684.96,96.0,327.8,1266.79
West India,Bamboo Products,Handmade,805.09,9331.2,68.2,488.6,1763.45
Central India,Bamboo Products,Handwoven,601.39,9478.34,57.5,941.2,1434.06
North India,Bamboo Products,Handwoven,643.76,3753.28,94.6,227.9,1930.57
North India,Painting & Decorative Arts,Hand-Painted,1966.75,1441.62,44.9,390.2,2966.54
Central India,Toys,Hand-Painted,1303.42,5232.16,60.3,606.9,2347.62
East India,Terracotta Pottery,Machine-Assisted,1449.47,1214.83,48.2,755.6,1917.19
South India,Bamboo Products,Handmade,1954.4,9346.48,93.4,901.8,3531.07
West India,Bamboo Products,Hand-Painted,785.54,1917.44,8.5,915.6,1008.95
South India,Bamboo Products,Handwoven,1613.59,2602.38,50.6,776.9,2590.05
Central India,Terracotta Pottery,Machine-Assisted,897.34,4125.7,69.0,229.1,1677.87
North India,Bamboo Products,Hand-Painted,1745.59,3893.33,79.4,25.8,3108.26
North India,Terracotta Pottery,Handmade,402.28,7967.16,58.7,384.4,1192.42
West India,Bamboo Products,Handmade,1897.99,4617.54,91.0,142.4,3353.0
North India,Painting & Decorative Arts,Machine-Assisted,476.6,1790.61,94.3,710.7,1343.17
North India,Painting & Decorative Arts,Machine-Assisted,686.13,2745.38,7.4,661.5,775.66
West India,Terracotta Pottery,Machine-Assisted,1524.57,5140.22,40.8,44.9,1876.81
West India,Painting & Decorative Arts,Machine-Assisted,817.82,1559.79,3.3,836.8,811.16
Central India,Terracotta Pottery,Machine-Assisted,1236.01,6155.39,33.6,249.5,1512.47
North India,Painting & Decorative Arts,Handwoven,916.92,5700.9,54.1,432.8,1726.48
North India,Painting & Decorative Arts,Handwoven,1497.62,7175.55,91.2,668.3,2890.15
Central India,Terracotta Pottery,Hand-Painted,495.25,9383.28,84.8,430.0,1625.58
East India,Toys,Handmade,163.99,9131.32,13.6,441.8,329.96
East India,Painting & Decorative Arts,Handwoven,634.86,9466.15,10.2,66.6,937.7
East India,Bamboo Products,Handwoven,974.9,2522.68,59.3,402.0,1871.07
Central India,Toys,Handwoven,377.64,1402.5,53.7,765.1,1058.18
North India,Terracotta Pottery,Hand-Painted,741.85,3092.54,27.4,915.3,1230.33
Central India,Toys,Machine-Assisted,829.97,8961.34,90.0,414.1,1828.15
Central India,Textiles,Hand-Painted,161.91,9723.33,92.8,424.2,1324.65
East India,Textiles,Handmade,1187.45,8607.32,40.9,702.9,1897.6
South India,Painting & Decorative Arts,Handmade,1774.47,1189.18,89.1,942.8,3122.19
North India,Painting & Decorative Arts,Handmade,345.9,9479.54,39.0,267.8,872.11
East India,Bamboo Products,Handmade,1215.73,4291.24,73.9,440.7,2357.42
South India,Toys,Handwoven,1346.24,192.17,48.1,796.2,2173.31
South India,Textiles,Handwoven,867.7,4479.7,13.1,610.1,1115.17
West India,Painting & Decorative Arts,Hand-Painted,1417.14,556.08,92.9,111.5,2772.84
North India,Toys,Machine-Assisted,850.93,5484.39,46.0,628.1,1383.66
South India,Painting & Decorative Arts,Handmade,1034.04,3451.68,73.7,187.6,2196.95
East India,Painting & Decorative Arts,Hand-Painted,64.34,4787.01,37.4,510.7,481.68
West India,Textiles,Handwoven,1398.85,6170.39,2.9,529.6,1747.06
North India,Textiles,Handwoven,1339.62,8701.13,11.0,876.3,1680.62
Central India,Painting & Decorative Arts,Machine-Assisted,124.88,6652.83,50.1,463.0,696.1
East India,Terracotta Pottery,Machine-Assisted,768.09,4397.08,69.3,280.2,1473.35
South India,Painting & Decorative Arts,Machine-Assisted,1959.11,8212.34,34.1,231.7,2347.59
South India,Painting & Decorative Arts,Hand-Painted,870.44,9065.26,69.9,874.4,1797.57
East India,Bamboo Products,Handwoven,1028.79,1285.62,70.2,171.8,2110.83
South India,Bamboo Products,Handwoven,1824.36,5366.14,70.7,426.4,3037.25
West India,Bamboo Products,Machine-Assisted,1448.66,2916.67,49.8,188.0,1989.26
North India,Terracotta Pottery,Handmade,1185.04,565.91,91.6,773.5,2566.99
West India,Terracotta Pottery,Machine-Assisted,1605.72,6718.61,49.4,474.9,2103.01
South India,Painting & Decorative Arts,Hand-Painted,1735.51,8641.43,45.6,351.8,2599.77
Central India,Bamboo Products,Machine-Assisted,940.93,1712.74,20.7,361.7,1186.91
North India,Terracotta Pottery,Machine-Assisted,976.46,8142.9,31.5,852.4,1288.45
North India,Textiles,Hand-Painted,802.8,8548.62,5.2,554.2,982.12
East India,Painting & Decorative Arts,Machine-Assisted,1935.08,9151.97,63.7,718.1,2526.07
East India,Toys,Handwoven,1409.47,2726.32,25.6,897.1,1924.71
Central India,Painting & Decorative Arts,Handmade,212.28,9049.14,31.1,901.8,602.42
North India,Toys,Machine-Assisted,1732.77,3274.56,77.3,329.2,2560.9
Central India,Bamboo Products,Hand-Painted,987.09,5568.15,33.4,952.5,1594.2
East India,Toys,Handmade,184.07,600.02,25.0,25.9,494.4
East India,Bamboo Products,Hand-Painted,1121.95,534.42,17.7,377.5,1598.98
North India,Textiles,Handmade,863.47,7231.69,77.7,895.9,1926.94
West India,Toys,Handmade,1761.61,4500.35,13.8,275.4,2284.3
South India,Painting & Decorative Arts,Machine-Assisted,447.79,2637.29,45.9,273.8,897.81
East India,Bamboo Products,Handwoven,1661.61,1985.09,51.2,303.3,2647.29
East India,Painting & Decorative Arts,Machine-Assisted,1137.49,6732.54,69.1,612.7,1749.63
West India,Terracotta Pottery,Hand-Painted,156.49,103.98,63.7,438.9,909.68
West India,Bamboo Products,Hand-Painted,1945.1,8078.32,81.3,727.0,3227.81
Central India,Toys,Handmade,1049.6,884.57,5.4,895.0,1311.34
Central India,Bamboo Products,Handmade,617.21,1995.75,30.3,674.5,1164.82
South India,Painting & Decorative Arts,Handwoven,965.34,3923.74,28.7,205.3,1477.54
South India,Textiles,Machine-Assisted,1722.82,4900.1,15.5,932.7,1852.29
North India,Bamboo Products,Hand-Painted,644.56,3614.45,29.6,265.2,1172.26
Central India,Toys,Handmade,425.72,3275.05,31.7,150.7,944.69
East India,Terracotta Pottery,Handwoven,301.69,9642.77,52.7,90.9,990.0
Central India,Textiles,Hand-Painted,630.83,6451.64,66.7,563.8,1591.63
East India,Terracotta Pottery,Handmade,1571.09,331.99,38.7,114.6,2295.86
West India,Bamboo Products,Hand-Painted,969.67,4358.74,72.2,139.6,2098.9
Central India,Painting & Decorative Arts,Handwoven,493.59,8762.59,34.3,300.7,1111.34
West India,Painting & Decorative Arts,Handwoven,374.06,3084.42,29.7,282.4,831.33
South India,Toys,Hand-Painted,698.82,1036.11,54.6,604.6,1389.57
South India,Painting & Decorative Arts,Machine-Assisted,1882.85,7608.01,3.3,816.9,1887.94
North India,Textiles,Hand-Painted,718.9,6099.54,8.9,761.6,1000.12
Central India,Painting & Decorative Arts,Handmade,1976.84,5746.09,42.4,263.2,2859.93
West India,Toys,Machine-Assisted,996.2,630.41,94.3,246.1,2002.81
East India,Bamboo Products,Handmade,399.37,1490.94,72.4,965.8,1377.45
South India,Bamboo Products,Hand-Painted,1787.72,6263.24,9.7,9.2,2226.34
South India,Painting & Decorative Arts,Machine-Assisted,947.69,2157.46,84.8,879.8,1797.3
East India,Terracotta Pottery,Handmade,1433.86,5090.29,73.5,200.5,2557.94
West India,Bamboo Products,Hand-Painted,1968.24,5494.33,61.5,947.3,3090.76
West India,Painting & Decorative Arts,Hand-Painted,147.84,2906.72,82.2,343.0,1136.08
Central India,Toys,Machine-Assisted,238.55,9489.41,41.0,440.9,707.29
Central India,Painting & Decorative Arts,Hand-Painted,1454.89,8440.39,22.9,707.4,2126.47
North India,Bamboo Products,Handwoven,599.56,7251.5,51.7,588.1,1268.31
South India,Toys,Handmade,409.39,872.14,55.3,318.6,1058.71
Central India,Painting & Decorative Arts,Handmade,126.76,1150.69,54.3,554.3,791.45
West India,Textiles,Hand-Painted,92.6,4978.54,56.9,731.0,718.0
East India,Toys,Hand-Painted,1560.25,1691.06,94.9,43.3,3013.41
West India,Textiles,Handwoven,312.15,9784.83,90.3,12.2,1495.63
South India,Terracotta Pottery,Machine-Assisted,962.06,1669.35,87.7,458.6,1913.77
West India,Toys,Hand-Painted,1231.5,4925.93,80.3,132.7,2451.47
North India,Textiles,Hand-Painted,885.29,3704.8,94.4,664.7,2185.49
South India,Bamboo Products,Hand-Painted,102.86,6429.93,10.8,214.8,154.11
East India,Bamboo Products,Hand-Painted,1577.83,1377.46,27.2,433.4,2221.11
North India,Terracotta Pottery,Handmade,70.5,4360.13,50.0,198.5,688.16
South India,Toys,Hand-Painted,1535.69,2819.58,84.8,548.9,2892.38
East India,Toys,Handmade,1791.94,8888.74,51.0,116.9,2726.9
North India,Toys,Hand-Painted,894.04,501.8,75.1,24.1,1952.3
North India,Terracotta Pottery,Machine-Assisted,1094.31,9145.9,14.8,52.1,1168.41
South India,Toys,Handwoven,980.12,8346.64,26.0,954.3,1373.58
Central India,Bamboo Products,Machine-Assisted,808.96,3045.95,73.4,143.1,1487.54
North India,Textiles,Hand-Painted,1780.48,7913.98,17.3,708.8,2265.66
North India,Bamboo Products,Hand-Painted,1793.17,409.01,35.8,68.9,2598.24
East India,Bamboo Products,Hand-Painted,704.84,9671.97,27.2,109.1,1146.3
West India,Textiles,Machine-Assisted,1249.39,5313.29,35.6,509.4,1578.48
South India,Bamboo Products,Hand-Painted,1857.47,3102.48,71.1,465.4,3032.94
South India,Terracotta Pottery,Machine-Assisted,1926.01,3689.57,37.4,951.6,2138.38
Central India,Textiles,Handmade,1042.47,757.41,56.0,944.9,1998.38
Central India,Bamboo Products,Handwoven,933.01,9894.56,10.9,779.8,1200.4
South India,Painting & Decorative Arts,Handwoven,593.45,488.99,80.7,602.5,1659.92
Central India,Bamboo Products,Machine-Assisted,1919.8,6583.58,37.6,455.5,2223.06
East India,Terracotta Pottery,Handmade,328.49,4483.09,65.2,356.8,1225.18
South India,Toys,Machine-Assisted,1180.67,9494.27,72.8,947.1,1915.84
Central India,Bamboo Products,Handmade,600.97,2535.4,21.8,603.3,941.45
South India,Toys,Hand-Painted,594.07,5367.66,88.6,579.5,1756.47
West India,Painting & Decorative Arts,Handmade,839.69,4875.33,62.0,232.7,1835.54
North India,Bamboo Products,Handmade,1997.65,7058.38,43.4,47.7,2914.33
South India,Textiles,Handmade,157.18,773.3,19.1,945.2,408.73
North India,Toys,Handwoven,1178.16,2018.51,94.3,314.4,2498.32
Central India,Painting & Decorative Arts,Handmade,211.02,2224.19,75.8,443.1,1068.09
North India,Textiles,Hand-Painted,351.32,7407.69,21.6,115.5,672.78
South India,Textiles,Hand-Painted,907.15,1972.47,34.4,837.1,1517.65
West India,Textiles,Hand-Painted,1045.4,5777.57,81.2,28.6,2283.86
Central India,Textiles,Handmade,554.65,2230.91,69.9,834.2,1391.96
South India,Bamboo Products,Machine-Assisted,667.09,8630.09,76.8,141.1,1378.84
Central India,Bamboo Products,Machine-Assisted,219.59,9427.64,44.7,886.7,637.55
East India,Bamboo Products,Hand-Painted,641.28,5233.08,71.9,730.0,1632.16
North India,Painting & Decorative Arts,Handwoven,1934.79,3587.86,39.3,165.5,2786.1
East India,Painting & Decorative Arts,Machine-Assisted,1892.18,2417.17,21.9,566.3,2105.1
South India,Painting & Decorative Arts,Handmade,703.01,592.83,63.6,313.3,1627.22
West India,Terracotta Pottery,Machine-Assisted,1163.17,2758.15,97.6,179.1,2094.01
Central India,Painting & Decorative Arts,Hand-Painted,1823.71,6576.93,31.7,859.3,2615.56
North India,Bamboo Products,Handwoven,62.06,5382.81,46.6,404.1,655.34
Central India,Bamboo Products,Machine-Assisted,1630.83,9446.01,67.7,399.1,2291.84
South India,Terracotta Pottery,Machine-Assisted,1899.32,4023.14,54.6,170.7,2525.37
Central India,Terracotta Pottery,Hand-Painted,228.09,6969.25,84.5,383.7,1365.53
North India,Painting & Decorative Arts,Handwoven,364.82,4944.3,76.4,871.7,1401.23
South India,Toys,Handwoven,1923.46,5174.5,6.8,363.8,2238.82
Central India,Terracotta Pottery,Hand-Painted,1098.2,2750.97,99.8,951.7,2594.39
West India,Textiles,Handmade,77.68,4604.01,75.5,946.4,1038.95
South India,Bamboo Products,Machine-Assisted,552.38,4760.77,86.5,145.8,1517.7
South India,Textiles,Handmade,927.39,7095.76,65.5,178.1,1960.74
West India,Bamboo Products,Machine-Assisted,1401.17,9412.34,85.8,862.8,2338.09
East India,Bamboo Products,Machine-Assisted,1479.66,3360.28,12.1,393.4,1644.59
North India,Terracotta Pottery,Handmade,1991.07,517.78,35.4,5.4,2881.52
East India,Terracotta Pottery,Hand-Painted,610.65,5013.32,87.8,274.6,1886.09
Central India,Textiles,Hand-Painted,1099.53,5490.17,21.0,598.0,1582.26
West India,Bamboo Products,Machine-Assisted,1089.98,1767.56,8.7,799.5,1098.37
East India,Textiles,Hand-Painted,841.01,7628.6,79.0,134.3,1941.84
South India,Toys,Machine-Assisted,379.87,9850.8,83.7,111.4,1236.37
Central India,Textiles,Hand-Painted,1956.04,9463.17,17.1,922.2,2556.19
Central India,Painting & Decorative Arts,Machine-Assisted,1713.97,2051.35,85.6,751.4,2507.64
East India,Textiles,Hand-Painted,1021.75,8766.1,69.0,590.2,1972.55
East India,Painting & Decorative Arts,Handwoven,1226.33,7074.49,52.5,769.4,2064.54
West India,Painting & Decorative Arts,Handmade,493.16,4593.08,83.2,429.4,1630.58
North India,Painting & Decorative Arts,Handwoven,1110.38,5452.05,42.5,758.7,1921.47
East India,Toys,Handmade,1405.19,8511.04,20.2,372.4,1974.46
East India,Textiles,Handmade,1054.58,4853.34,29.2,244.9,1668.77
South India,Textiles,Machine-Assisted,1981.06,3794.75,51.0,729.3,2487.02
Central India,Toys,Handmade,1242.12,4983.15,53.6,420.3,2046.64
North India,Bamboo Products,Handwoven,773.4,5833.39,80.8,981.4,1874.92
South India,Terracotta Pottery,Handwoven,1555.7,1971.87,79.3,350.1,2805.5
West India,Textiles,Hand-Painted,382.4,9018.99,58.6,921.8,1137.23
West India,Terracotta Pottery,Handwoven,799.81,6774.45,78.3,933.0,1902.11
East India,Toys,Hand-Painted,726.57,6369.36,20.0,242.6,1133.95
East India,Bamboo Products,Handmade,892.02,1085.01,6.0,798.4,1185.07
West India,Bamboo Products,Handwoven,1574.47,6081.32,87.5,433.6,2925.46
East India,Bamboo Products,Handmade,994.14,1297.51,8.5,917.6,1199.78
North India,Toys,Handwoven,1598.33,879.11,25.4,450.7,2198.65
East India,Painting & Decorative Arts,Handwoven,1174.15,5320.38,69.8,744.6,2248.77
Central India,Painting & Decorative Arts,Hand-Painted,717.04,4087.58,41.5,467.5,1419.59
East India,Terracotta Pottery,Handmade,1629.46,5929.22,87.8,228.6,2980.56
South India,Painting & Decorative Arts,Handwoven,514.66,983.3,30.5,200.2,1009.22
North India,Painting & Decorative Arts,Machine-Assisted,487.55,4366.73,2.2,426.0,524.05
South India,Bamboo Products,Handmade,1033.78,1830.39,30.8,755.7,1612.33
South India,Bamboo Products,Handmade,558.66,9872.29,58.2,605.5,1415.32
Central India,Terracotta Pottery,Handmade,67.72,5655.39,38.2,688.9,506.62
North India,Textiles,Hand-Painted,1314.18,6905.62,54.0,283.0,2196.26
North India,Terracotta Pottery,Machine-Assisted,1046.63,3321.64,87.8,482.0,1924.03
North India,Terracotta Pottery,Handmade,918.76,1037.92,91.3,45.4,2166.1
North India,Toys,Handwoven,1935.59,9761.12,27.3,817.7,2675.71
North India,Toys,Handwoven,1163.84,2933.96,46.8,989.9,1922.55
Central India,Terracotta Pottery,Hand-Painted,1733.69,4295.7,55.4,407.5,2756.54
East India,Terracotta Pottery,Handwoven,321.93,6533.65,95.0,12.0,1521.31
South India,Terracotta Pottery,Handmade,1159.95,344.5,99.9,170.6,2601.49
North India,Painting & Decorative Arts,Handwoven,1742.56,8121.57,24.3,652.9,2359.68
East India,Toys,Handmade,1187.06,5412.12,73.0,612.5,2283.52
East India,Terracotta Pottery,Handwoven,1450.13,2854.35,38.4,788.1,2205.76
South India,Bamboo Products,Machine-Assisted,775.48,709.92,1.8,254.6,803.58
Central India,Bamboo Products,Hand-Painted,230.28,1708.73,1.9,763.9,298.93
West India,Painting & Decorative Arts,Hand-Painted,942.91,8960.84,46.6,688.3,1775.96
West India,Painting & Decorative Arts,Machine-Assisted,819.23,6891.64,49.3,323.5,1262.69
East India,Textiles,Machine-Assisted,1740.77,2574.03,3.2,545.9,1769.56
South India,Textiles,Hand-Painted,525.79,749.45,69.0,148.1,1380.27
West India,Textiles,Machine-Assisted,1935.13,6937.09,30.1,453.1,2254.73
East India,Painting & Decorative Arts,Handmade,1918.37,5766.84,56.4,881.3,2923.08
Central India,Painting & Decorative Arts,Handwoven,532.88,4104.74,30.8,421.8,995.14
West India,Painting & Decorative Arts,Hand-Painted,728.7,3699.75,17.5,839.7,1065.84
East India,Bamboo Products,Machine-Assisted,1796.33,2246.46,41.3,590.7,2223.37
East India,Painting & Decorative Arts,Handmade,1934.91,6729.15,24.0,192.7,2582.25
North India,Bamboo Products,Hand-Painted,914.71,9709.61,53.9,581.5,1714.69
Central India,Textiles,Machine-Assisted,675.94,1839.58,20.7,506.5,954.73
North India,Textiles,Hand-Painted,1075.88,6011.45,51.3,399.2,1920.88
South India,Textiles,Machine-Assisted,1391.15,4299.43,16.6,120.5,1529.1
North India,Terracotta Pottery,Hand-Painted,583.28,4522.22,67.4,417.3,1496.19
North India,Terracotta Pottery,Handmade,1486.12,2616.06,75.6,73.7,2772.81
West India,Toys,Handmade,150.73,8268.84,11.9,99.7,311.92
East India,Toys,Handwoven,146.12,4904.03,47.3,416.5,708.48
Central India,Toys,Hand-Painted,803.26,5479.72,8.0,306.1,1025.66
North India,Terracotta Pottery,Handwoven,739.27,3117.13,60.2,925.6,1582.07
Central India,Terracotta Pottery,Hand-Painted,665.48,1899.9,27.2,376.3,1095.25
North India,Toys,Machine-Assisted,1007.49,950.51,53.2,758.1,1475.51
South India,Toys,Machine-Assisted,675.43,7169.78,52.2,530.7,1141.22
North India,Painting & Decorative Arts,Handwoven,424.9,2042.72,92.5,704.4,1578.41
West India,Toys,Hand-Painted,653.47,6931.75,55.4,260.9,1478.54
East India,Painting & Decorative Arts,Handwoven,1951.06,3964.73,58.7,942.0,3026.61
South India,Bamboo Products,Handmade,851.67,4216.17,40.8,530.6,1501.25
North India,Terracotta Pottery,Handwoven,917.19,4744.86,95.0,831.5,2304.13
Central India,Toys,Handwoven,1174.26,3740.31,77.9,365.7,2408.66
South India,Terracotta Pottery,Machine-Assisted,1967.51,1096.14,29.3,101.1,2246.4
South India,Terracotta Pottery,Handwoven,521.12,3165.35,84.6,674.0,1609.0
North India,Terracotta Pottery,Hand-Painted,1378.5,6670.97,43.8,8.8,2136.58
South India,Bamboo Products,Machine-Assisted,1446.17,6691.27,83.0,475.8,2310.81
Central India,Textiles,Handwoven,1234.28,2933.62,82.5,193.6,2460.9
South India,Toys,Handmade,222.73,4655.02,19.7,627.7,484.35
Central India,Textiles,Handwoven,1369.9,2015.13,70.4,979.4,2448.0
North India,Textiles,Handwoven,174.98,2182.68,29.8,464.9,529.09
East India,Textiles,Handwoven,1212.48,328.17,30.5,817.7,1836.98
South India,Terracotta Pottery,Machine-Assisted,1492.18,8977.79,30.3,508.3,1729.41
East India,Painting & Decorative Arts,Hand-Painted,461.39,2186.0,72.8,496.3,1477.01
Central India,Terracotta Pottery,Handmade,1691.16,2352.59,23.8,930.5,2288.3
South India,Terracotta Pottery,Handwoven,109.19,2868.05,1.1,890.1,136.75
West India,Textiles,Hand-Painted,1695.44,1361.34,71.8,786.0,2829.28
East India,Terracotta Pottery,Hand-Painted,947.64,6428.7,17.9,297.0,1351.35
South India,Textiles,Machine-Assisted,474.3,843.92,11.3,545.5,570.88
East India,Painting & Decorative Arts,Handmade,310.87,1428.6,24.5,224.7,664.54
South India,Toys,Machine-Assisted,1908.95,6483.09,38.6,444.5,2368.54
North India,Textiles,Hand-Painted,191.7,3462.64,48.1,484.7,816.12
East India,Painting & Decorative Arts,Hand-Painted,438.23,7108.68,5.4,831.8,550.94
West India,Toys,Hand-Painted,728.25,5618.5,97.1,896.1,2003.53
West India,Bamboo Products,Machine-Assisted,1259.46,2634.61,71.9,415.2,2008.22
Central India,Textiles,Handmade,1112.36,6543.2,33.0,18.7,1795.77
South India,Textiles,Handwoven,295.0,1251.11,32.6,861.9,759.3
East India,Bamboo Products,Machine-Assisted,614.97,5410.46,45.4,175.1,1103.41
Central India,Bamboo Products,Hand-Painted,515.57,4427.77,63.0,622.3,1405.17
East India,Textiles,Machine-Assisted,466.41,2751.95,15.5,25.9,692.36
South India,Bamboo Products,Hand-Painted,851.73,6079.65,19.7,400.1,1161.0
West India,Terracotta Pottery,Handwoven,1422.86,8726.2,86.1,986.0,2773.99
North India,Toys,Handwoven,474.03,9989.16,26.4,101.6,934.82
West India,Toys,Handmade,765.02,6116.85,38.6,424.3,1314.29
Central India,Toys,Hand-Painted,812.29,4106.59,87.3,307.8,1978.06
North India,Terracotta Pottery,Handmade,1954.09,2329.55,66.7,905.2,3102.77
Central India,Bamboo Products,Handmade,1911.6,2645.25,34.8,869.5,2675.08
South India,Painting & Decorative Arts,Handwoven,1610.27,4846.6,68.7,238.5,2732.64
North India,Bamboo Products,Machine-Assisted,521.23,3736.05,2.9,82.1,562.36
Central India,Textiles,Machine-Assisted,182.67,9146.76,73.8,627.5,963.95
South India,Toys,Handmade,667.96,3746.13,49.2,337.0,1446.02
West India,Bamboo Products,Handwoven,570.25,3797.1,81.5,672.4,1620.41
South India,Painting & Decorative Arts,Hand-Painted,1036.56,3896.99,95.5,33.1,2347.64
East India,Textiles,Machine-Assisted,1566.57,8382.54,92.7,134.3,2559.36
South India,Terracotta Pottery,Handmade,1723.73,6542.8,91.0,686.7,3192.81
South India,Terracotta Pottery,Machine-Assisted,1697.48,6180.27,51.7,213.2,2218.62
East India,Painting & Decorative Arts,Machine-Assisted,751.37,3408.02,36.7,857.7,1142.04
Central India,Textiles,Hand-Painted,1390.11,8197.25,47.0,59.5,2230.64
Central India,Toys,Handwoven,660.03,479.8,69.3,216.3,1649.87
South India,Bamboo Products,Hand-Painted,168.77,8720.89,88.5,998.6,1247.72
East India,Textiles,Handwoven,1418.05,5176.22,21.5,433.6,1973.1
East India,Terracotta Pottery,Machine-Assisted,69.16,4042.68,91.9,703.3,912.63
West India,Painting & Decorative Arts,Handmade,847.91,5021.96,81.7,183.5,1963.5
Central India,Painting & Decorative Arts,Hand-Painted,692.29,6707.41,97.9,610.3,1971.7
North India,Bamboo Products,Handwoven,1402.09,226.38,88.1,726.4,2720.99
Central India,Painting & Decorative Arts,Machine-Assisted,1544.18,8728.36,28.7,315.2,1784.85
Central India,Painting & Decorative Arts,Handwoven,642.98,4522.72,11.5,829.1,882.9
West India,Textiles,Handwoven,1632.67,3495.37,12.1,603.8,2028.68
North India,Toys,Handwoven,623.14,1468.63,29.8,389.7,1132.8
West India,Bamboo Products,Machine-Assisted,920.34,4450.71,61.8,558.1,1534.21
North India,Textiles,Handmade,1467.69,5013.6,80.6,577.2,2643.17
South India,Toys,Handmade,1401.19,4096.1,90.0,166.4,2719.69
North India,Textiles,Handmade,1975.37,6818.73,62.8,403.3,3140.87
West India,Textiles,Handwoven,489.06,4266.88,1.6,344.1,578.92
Central India,Painting & Decorative Arts,Machine-Assisted,1341.52,9618.03,19.4,401.5,1500.67
North India,Toys,Handwoven,1238.88,6032.85,10.9,761.3,1613.73
North India,Bamboo Products,Handmade,1834.44,8094.03,37.0,483.1,2662.51
East India,Bamboo Products,Handmade,354.91,1182.62,50.6,940.4,961.27
Central India,Toys,Machine-Assisted,1516.01,4033.18,5.3,294.4,1596.52
South India,Painting & Decorative Arts,Handwoven,1158.12,3434.79,35.5,416.3,1775.73
West India,Terracotta Pottery,Hand-Painted,585.6,5737.88,18.7,787.2,926.22
South India,Textiles,Hand-Painted,975.15,8625.02,65.1,546.5,1949.61
Central India,Painting & Decorative Arts,Handmade,700.86,875.55,47.0,547.5,1378.68
North India,Toys,Machine-Assisted,1179.66,818.49,50.0,54.3,1628.48
North India,Textiles,Handwoven,1783.55,8518.15,43.3,399.2,2645.58
Central India,Bamboo Products,Handwoven,1160.14,2207.22,95.6,271.5,2620.63
North India,Terracotta Pottery,Handmade,1281.86,6720.66,22.3,999.3,1737.75
North India,Bamboo Products,Handmade,1061.56,5474.49,52.1,309.0,1983.69
North India,Toys,Handwoven,149.77,8345.65,73.9,884.6,1053.54
West India,Textiles,Handwoven,504.07,1338.38,56.1,676.6,1279.85
West India,Toys,Handmade,1009.4,1384.85,93.0,341.6,2272.94
East India,Textiles,Handwoven,654.96,5612.5,38.4,544.0,1208.19
South India,Painting & Decorative Arts,Hand-Painted,404.44,9469.15,46.9,840.7,1022.98
Central India,Terracotta Pottery,Handmade,1033.06,4208.48,9.8,883.5,1304.99
Central India,Painting & Decorative Arts,Handwoven,679.48,3336.73,61.3,161.2,1540.53
Central India,Painting & Decorative Arts,Handmade,553.31,6106.22,29.5,340.2,997.62
East India,Toys,Machine-Assisted,954.77,9311.44,16.9,335.9,1216.31
West India,Terracotta Pottery,Handmade,309.9,8385.59,54.9,43.0,972.38
East India,Textiles,Handmade,1859.1,9955.29,53.7,598.6,2880.45
Central India,Textiles,Machine-Assisted,1742.02,323.43,8.5,855.0,1839.41
South India,Bamboo Products,Hand-Painted,1429.86,1217.3,70.1,382.2,2503.52
North India,Textiles,Handwoven,257.12,6133.73,62.8,740.3,1096.49
West India,Toys,Machine-Assisted,1562.96,8223.71,19.7,628.1,1740.04
West India,Painting & Decorative Arts,Handmade,1625.52,2923.92,47.5,376.3,2396.0
East India,Painting & Decorative Arts,Handwoven,1547.14,2468.19,72.3,141.9,2757.16
West India,Painting & Decorative Arts,Machine-Assisted,272.23,7891.06,53.4,709.6,750.38
Central India,Terracotta Pottery,Handwoven,1305.62,658.18,40.2,854.7,1996.76
Central India,Textiles,Handwoven,1676.93,3756.89,32.9,686.2,2441.51
East India,Toys,Machine-Assisted,1175.84,5107.51,61.4,18.9,1772.48
Central India,Terracotta Pottery,Handwoven,1310.49,5647.45,94.0,217.0,2746.48
South India,Bamboo Products,Hand-Painted,943.81,7313.29,67.5,70.4,2003.08
East India,Toys,Machine-Assisted,1080.98,3612.97,8.4,570.8,1132.73
South India,Toys,Hand-Painted,117.03,6165.58,46.6,756.7,739.3
North India,Toys,Handmade,1295.98,5895.22,89.2,111.5,2587.8
South India,Painting & Decorative Arts,Handwoven,208.82,5521.4,10.4,838.5,487.04
North India,Toys,Handmade,898.28,6440.78,98.9,556.0,2230.09
North India,Textiles,Handmade,620.68,2668.55,95.0,690.3,1936.12
South India,Toys,Handwoven,1113.58,938.02,8.7,971.4,1482.89
East India,Painting & Decorative Arts,Machine-Assisted,310.16,1280.79,93.4,84.6,1259.96
Central India,Toys,Handwoven,1398.7,2323.37,37.0,901.3,2088.91
Central India,Bamboo Products,Handmade,1600.27,5051.96,84.6,127.0,2927.95
North India,Bamboo Products,Handmade,368.54,8420.38,42.4,393.6,843.37
